,photo_soft_Chamber,process 2,resist_target,N2_HMDS,pressure_HMDS,temp_HMDS,temp_HMDS_bake,time_HMDS_bake,spin1,spin2,spin3,photoresist_bake,temp_softbake,time_softbake,No_Die,Lot_Num,Wafer_Num,Datetime
605,3,Photo,0.9111865160088206,17.679,14.982,20.001,205.209,90.0,505.209,4104.19,5130.237,5.125,93.338,30.002,NOLSM6062312,23,12,17-02-2019 PM 9:04:30
606,3,Photo,0.872587565599412,17.457,15.071,20.005,204.56,90.0,504.56,4091.194,5113.992,5.135,93.752,30.008,NOLSM6072313,23,13,17-02-2019 PM 9:04:30
607,3,Photo,0.8872459358279629,15.881,15.043,19.997,205.12,90.0,505.12,4102.407,5128.009,5.131,93.608,30.008,NOLSM6082314,23,14,17-02-2019 PM 9:04:30
608,1,Photo,0.7917784919400332,17.368,14.975,20.004,205.125,90.0,505.125,4102.503,5128.129,5.13,93.05,29.995,NOLSM6092315,23,15,17-02-2019 PM 9:04:30
609,1,Photo,0.9273534590334878,16.322,15.039,19.995,203.938,89.999,503.938,4078.756,5098.445,5.097,93.164,29.997,NOLSM6102316,23,16,17-02-2019 PM 9:04:30
610,1,Photo,0.8254200926511565,17.133,14.954,20.001,204.219,90.0,504.219,4084.385,5105.482,5.111,93.08,30.004,NOLSM6112317,23,17,17-02-2019 PM 9:04:30
611,2,Photo,0.9258277919280671,17.689,15.003,20.002,203.628,90.0,503.628,4072.55,5090.688,5.091,92.815,30.013,NOLSM6122318,23,18,17-02-2019 PM 9:04:30
612,2,Photo,0.6598061505324877,16.509,14.97,20.0,203.299,89.999,503.299,4065.979,5082.474,5.086,92.897,30.004,NOLSM6132319,23,19,17-02-2019 PM 9:04:30
613,3,Photo,0.8764252380382571,16.217,14.992,19.998,203.69,90.0,503.69,4073.803,5092.254,5.093,92.752,29.997,NOLSM6142320,23,20,17-02-2019 PM 9:04:30
614,3,Photo,0.9286868151592335,16.677,15.042,20.0,203.298,90.001,503.298,4065.969,5082.461,5.1,93.211,30.016,NOLSM6152321,23,21,17-02-2019 PM 9:04:30
615,3,Photo,0.8151036769859314,16.707,14.97,20.0,204.211,89.999,504.211,4084.223,5105.279,5.104,93.215,30.001,NOLSM6162322,23,22,17-02-2019 PM 9:04:30
616,1,Photo,0.9454349647002512,16.972,14.841,19.997,204.338,89.999,504.338,4086.75,5108.438,5.111,93.545,30.005,NOLSM6172323,23,23,17-02-2019 PM 9:04:30
617,1,Photo,0.9006265064360075,16.836,14.969,19.999,204.893,90.0,504.893,4097.866,5122.333,5.124,93.389,30.005,NOLSM6182324,23,24,17-02-2019 PM 9:04:30
618,1,Photo,0.8756431733875792,17.286,14.938,20.0,204.578,90.0,504.578,4091.565,5114.456,5.12,93.827,30.002,NOLSM6192325,23,25,17-02-2019 PM 9:04:30
619,2,Photo,0.7128968016547291,16.91,15.023,20.0,205.638,90.001,505.638,4112.762,5140.952,5.134,93.553,30.003,NOLSM6202326,23,26,17-02-2019 PM 9:04:30
620,2,Photo,0.799795723003812,16.647,15.065,20.001,204.862,90.0,504.862,4097.245,5121.557,5.13,93.672,29.993,NOLSM6212327,23,27,17-02-2019 PM 9:04:30
621,2,Photo,0.884010837792099,17.53,15.061,20.0,205.173,90.0,505.173,4103.453,5129.316,5.134,93.185,29.997,NOLSM622241,24,1,17-02-2019 PM 9:04:30
622,3,Photo,0.9198618779808202,16.23,14.939,19.993,204.18,90.0,504.18,4083.593,5104.492,5.087,93.138,29.996,NOLSM623242,24,2,17-02-2019 PM 9:04:30
623,3,Photo,0.8846176857724064,17.616,15.032,20.001,203.978,90.0,503.978,4079.562,5099.453,5.109,93.073,29.996,NOLSM624243,24,3,17-02-2019 PM 9:04:30
624,3,Photo,0.8482239012632695,17.042,15.05,20.0,203.734,90.0,503.734,4074.671,5093.339,5.093,93.091,29.997,NOLSM625244,24,4,17-02-2019 PM 9:04:30
625,1,Photo,0.8000606847980307,16.577,14.964,19.999,204.015,90.0,504.015,4080.294,5100.367,5.104,93.02,29.994,NOLSM626245,24,5,17-02-2019 PM 9:04:30
626,1,Photo,0.8491726354296655,16.733,14.897,20.001,203.882,89.999,503.882,4077.646,5097.058,5.094,93.141,29.989,NOLSM627246,24,6,17-02-2019 PM 9:04:30
627,2,Photo,0.9269602899194858,16.76,14.954,20.0,203.626,90.0,503.626,4072.53,5090.662,5.084,92.834,30.005,NOLSM628247,24,7,17-02-2019 PM 9:04:30
628,2,Photo,0.7433161250619669,17.549,15.014,20.006,206.999,90.0,506.999,4139.977,5174.972,5.156,93.656,29.999,NOLSM629248,24,8,17-02-2019 PM 9:04:30
629,3,Photo,0.8909383066377203,17.399,14.956,20.004,205.161,90.0,505.161,4103.221,5129.026,5.144,93.213,30.005,NOLSM630249,24,9,17-02-2019 PM 9:04:30
630,3,Photo,0.9579223576471392,17.477,15.047,19.995,204.166,90.0,504.166,4083.317,5104.146,5.124,93.62,30.016,NOLSM6312410,24,10,17-02-2019 PM 9:04:30
631,3,Photo,0.871087539957948,16.996,14.92,20.0,205.113,90.0,505.113,4102.262,5127.827,5.134,93.951,29.99,NOLSM6322411,24,11,17-02-2019 PM 9:04:30
632,1,Photo,0.8807543718696046,16.911,15.025,19.995,205.405,90.0,505.405,4108.105,5135.131,5.115,92.885,29.994,NOLSM6332412,24,12,17-02-2019 PM 9:04:30
633,1,Photo,0.7703208601856442,16.741,14.897,19.997,204.504,89.999,504.504,4090.081,5112.602,5.111,92.863,30.01,NOLSM6342413,24,13,17-02-2019 PM 9:04:30
634,2,Photo,0.8828441511820715,16.374,14.997,19.996,203.344,90.001,503.344,4066.887,5083.608,5.1,92.621,29.997,NOLSM6352414,24,14,17-02-2019 PM 9:04:30
635,2,Photo,0.8585958734337339,16.167,15.02,19.999,203.162,90.0,503.162,4063.243,5079.054,5.074,92.824,29.995,NOLSM6362415,24,15,17-02-2019 PM 9:04:30
636,2,Photo,0.8471127711584814,16.646,15.058,20.001,203.358,90.001,503.358,4067.162,5083.952,5.082,92.433,30.0,NOLSM6372416,24,16,17-02-2019 PM 9:04:30
637,3,Photo,0.8572496965760099,16.911,14.957,19.998,202.24,90.0,502.24,4044.792,5055.99,5.065,92.629,29.988,NOLSM6382417,24,17,17-02-2019 PM 9:04:30
638,3,Photo,0.9036265577189353,16.17,14.994,19.997,203.158,90.001,503.158,4063.154,5078.943,5.071,92.356,29.999,NOLSM6392418,24,18,17-02-2019 PM 9:04:30
639,1,Photo,0.8849040154532556,16.625,15.023,20.004,202.01,90.0,502.01,4040.198,5050.247,5.062,92.422,29.994,NOLSM6402419,24,19,17-02-2019 PM 9:04:30
640,1,Photo,0.7873510658301851,17.051,15.032,20.002,202.28,90.0,502.28,4045.605,5057.006,5.065,92.611,29.999,NOLSM6412420,24,20,17-02-2019 PM 9:04:30
641,2,Photo,0.9538197234140754,17.129,15.055,20.002,201.983,90.0,501.983,4039.651,5049.563,5.053,92.373,29.999,NOLSM6422421,24,21,17-02-2019 PM 9:04:30
642,2,Photo,0.8517880647532436,17.282,14.95,20.003,202.338,90.0,502.338,4046.759,5058.449,5.06,93.038,29.985,NOLSM6432422,24,22,17-02-2019 PM 9:04:30
643,2,Photo,0.7625771380707362,16.531,15.075,19.999,203.959,89.999,503.959,4079.187,5098.983,5.087,92.576,30.002,NOLSM6442423,24,23,17-02-2019 PM 9:04:30
644,3,Photo,0.93914425887622,16.621,14.926,19.998,202.405,90.0,502.405,4048.101,5060.126,5.066,92.499,30.005,NOLSM6452424,24,24,17-02-2019 PM 9:04:30
645,3,Photo,0.8934340757961674,17.176,15.065,20.001,202.588,90.0,502.588,4051.752,5064.69,5.065,92.258,30.0,NOLSM6462425,24,25,17-02-2019 PM 9:04:30
646,3,Photo,0.9278662883126207,16.11,14.963,20.004,198.923,89.999,498.923,3978.459,4973.074,4.975,90.091,30.0,NOLSM6472426,24,26,17-02-2019 PM 9:04:30
647,1,Photo,1.0612189951964992,17.506,14.966,20.0,197.466,89.999,497.466,3949.317,4936.647,4.922,89.458,30.001,NOLSM6482427,24,27,17-02-2019 PM 9:04:30
648,1,Photo,1.3448007658250567,16.361,15.094,20.0,195.341,90.0,495.341,3906.817,4883.521,4.881,89.694,30.006,NOLSM649251,25,1,17-02-2019 PM 9:04:30
649,1,Photo,1.0825526932084308,16.784,14.899,20.0,196.77,90.0,496.77,3935.402,4919.253,4.911,89.355,29.988,NOLSM650252,25,2,17-02-2019 PM 9:04:30
650,2,Photo,1.2313928443221251,16.478,15.092,19.999,195.659,89.999,495.659,3913.174,4891.468,4.913,89.475,29.991,NOLSM651253,25,3,17-02-2019 PM 9:04:30
651,2,Photo,1.200247012769449,16.676,14.903,20.001,195.771,89.998,495.771,3915.415,4894.269,4.888,89.434,29.986,NOLSM652254,25,4,17-02-2019 PM 9:04:30
652,2,Photo,1.2284056137711754,17.686,14.97,20.0,195.923,90.0,495.923,3918.458,4898.073,4.888,88.551,29.993,NOLSM653255,25,5,17-02-2019 PM 9:04:30
653,3,Photo,1.4288363903656471,16.534,15.017,19.997,193.983,90.001,493.983,3879.656,4849.571,4.835,89.203,29.998,NOLSM654256,25,6,17-02-2019 PM 9:04:30
654,3,Photo,1.3605873604677001,17.399,14.921,19.999,194.585,90.001,494.585,3891.703,4864.629,4.875,88.604,30.005,NOLSM655257,25,7,17-02-2019 PM 9:04:30
655,3,Photo,1.460678815022479,16.54,14.861,19.998,194.244,89.999,494.244,3884.883,4856.103,4.843,89.301,29.995,NOLSM656258,25,8,17-02-2019 PM 9:04:30
656,1,Photo,1.3073556812936973,18.346,15.02,19.999,195.389,90.0,495.389,3907.776,4884.72,4.905,89.514,30.0,NOLSM657259,25,9,17-02-2019 PM 9:04:30
657,1,Photo,1.2842569958460825,17.203,15.049,19.998,195.718,90.001,495.718,3914.358,4892.947,4.889,89.437,30.001,NOLSM6582510,25,10,17-02-2019 PM 9:04:30
658,1,Photo,1.3234884356997556,15.914,15.164,20.002,195.579,90.001,495.579,3911.573,4889.467,4.899,89.563,30.005,NOLSM6592511,25,11,17-02-2019 PM 9:04:30
659,2,Photo,1.0377314142122087,16.43,15.005,19.997,196.382,90.001,496.382,3927.646,4909.558,4.93,89.831,29.99,NOLSM6602512,25,12,17-02-2019 PM 9:04:30
660,2,Photo,1.165152395767449,17.474,14.98,20.001,196.599,90.0,496.599,3931.979,4914.974,4.921,90.03,29.997,NOLSM6612513,25,13,17-02-2019 PM 9:04:30
661,2,Photo,1.0732747568334502,16.183,14.97,19.997,197.555,90.001,497.555,3951.096,4938.87,4.946,90.203,30.001,NOLSM6622514,25,14,17-02-2019 PM 9:04:30
662,3,Photo,1.0033974939742558,16.922,14.988,20.002,197.98,89.999,497.98,3959.593,4949.492,4.95,89.945,30.0,NOLSM6632515,25,15,17-02-2019 PM 9:04:30
663,3,Photo,1.0748688011760885,16.783,14.937,20.002,197.183,89.999,497.183,3943.662,4929.577,4.938,90.127,30.004,NOLSM6642516,25,16,17-02-2019 PM 9:04:30
664,3,Photo,1.0383297150378639,16.874,14.935,20.002,197.908,90.0,497.908,3958.163,4947.703,4.948,89.742,30.008,NOLSM6652517,25,17,17-02-2019 PM 9:04:30
665,1,Photo,1.1463572026872253,16.873,15.058,19.998,197.135,90.0,497.135,3942.703,4928.379,4.93,90.142,30.004,NOLSM6662518,25,18,17-02-2019 PM 9:04:30
666,1,Photo,1.0808475358553138,17.563,15.041,19.999,197.621,90.0,497.621,3952.427,4940.533,4.943,90.229,30.003,NOLSM6672519,25,19,17-02-2019 PM 9:04:30
667,1,Photo,0.9842903297492265,18.108,14.979,19.998,197.925,90.0,497.925,3958.498,4948.123,4.968,90.813,30.006,NOLSM6682520,25,20,17-02-2019 PM 9:04:30
668,2,Photo,0.8914254944528966,16.103,15.138,20.001,199.037,90.0,499.037,3980.732,4975.915,4.959,90.688,29.997,NOLSM6692521,25,21,17-02-2019 PM 9:04:30
669,2,Photo,0.9435588642540897,17.569,15.01,20.0,198.398,89.999,498.398,3967.969,4959.961,4.962,90.668,30.001,NOLSM6702522,25,22,17-02-2019 PM 9:04:30
670,2,Photo,0.9569778970580693,17.451,14.941,19.999,198.768,89.999,498.768,3975.365,4969.206,4.971,90.808,29.999,NOLSM6712523,25,23,17-02-2019 PM 9:04:30
671,3,Photo,0.8869040496418742,15.963,15.083,20.003,198.786,90.002,498.786,3975.72,4969.65,4.973,90.757,30.001,NOLSM6722524,25,24,17-02-2019 PM 9:04:30
672,3,Photo,0.8426810714713071,16.67,15.088,20.001,199.459,90.0,499.459,3989.173,4986.466,4.985,91.101,30.002,NOLSM6732525,25,25,17-02-2019 PM 9:04:30
673,1,Photo,0.7953383818526812,16.33,15.095,20.007,199.4,89.999,499.4,3987.994,4984.993,4.987,90.966,29.988,NOLSM6742526,25,26,17-02-2019 PM 9:04:30
674,1,Photo,0.9367980649241867,16.945,14.964,19.998,199.438,90.0,499.438,3988.767,4985.959,4.983,91.026,30.01,NOLSM6752527,25,27,17-02-2019 PM 9:04:30
675,2,Photo,0.7997786286945077,16.684,15.049,20.004,199.464,90.0,499.464,3989.271,4986.589,4.988,91.042,29.998,NOLSM676261,26,1,17-02-2019 PM 9:04:30
676,2,Photo,0.7666113950665823,16.93,15.014,20.002,199.89,90.0,499.89,3997.81,4997.262,5.012,91.411,29.996,NOLSM677262,26,2,17-02-2019 PM 9:04:30
677,3,Photo,0.9045282825347442,18.774,14.957,19.995,200.404,89.999,500.404,4008.075,5010.094,5.011,91.484,30.006,NOLSM678263,26,3,17-02-2019 PM 9:04:30
678,3,Photo,0.8798569206311219,17.192,14.959,20.003,200.525,90.001,500.525,4010.5,5013.125,5.01,91.538,29.994,NOLSM679264,26,4,17-02-2019 PM 9:04:30
679,3,Photo,0.8220225986769005,16.456,15.005,20.004,200.524,90.0,500.524,4010.486,5013.107,5.012,91.542,30.0,NOLSM680265,26,5,17-02-2019 PM 9:04:30
680,1,Photo,0.8133258688182703,16.714,14.991,19.999,200.489,90.0,500.489,4009.779,5012.223,5.013,91.805,29.994,NOLSM681266,26,6,17-02-2019 PM 9:04:30
681,1,Photo,0.8365613087403203,16.767,14.876,20.001,201.054,90.0,501.054,4021.084,5026.355,5.027,91.705,29.988,NOLSM682267,26,7,17-02-2019 PM 9:04:30
682,1,Photo,0.8424332039863929,16.059,15.133,19.999,201.209,90.0,501.209,4024.184,5030.23,5.031,91.794,30.002,NOLSM683268,26,8,17-02-2019 PM 9:04:30
683,2,Photo,0.8532923639720337,16.927,14.849,19.998,201.214,90.0,501.214,4024.274,5030.342,5.027,91.805,30.006,NOLSM684269,26,9,17-02-2019 PM 9:04:30
684,2,Photo,0.6969349903417152,16.395,15.075,20.006,201.005,89.999,501.005,4020.102,5025.128,5.028,91.721,29.99,NOLSM6852610,26,10,17-02-2019 PM 9:04:30
685,2,Photo,0.7887228841518659,13.458,14.983,20.005,201.165,90.001,501.165,4023.292,5029.114,5.025,91.692,29.991,NOLSM6862611,26,11,17-02-2019 PM 9:04:30
686,3,Photo,0.8176464554949657,13.75,14.907,20.003,201.124,90.0,501.124,4022.471,5028.089,5.008,91.72,29.989,NOLSM6872612,26,12,17-02-2019 PM 9:04:30
687,3,Photo,0.8247149523923486,14.845,14.893,20.003,200.92,89.999,500.92,4018.404,5023.005,5.023,91.694,29.997,NOLSM6882613,26,13,17-02-2019 PM 9:04:30
688,3,Photo,0.7304911195063164,20.046,15.084,20.01,201.088,90.0,501.088,4021.769,5027.211,5.027,91.717,30.0,NOLSM6892614,26,14,17-02-2019 PM 9:04:30
689,1,Photo,0.7847441836612592,13.221,14.966,20.001,201.159,90.0,501.159,4023.187,5028.983,5.028,91.789,29.998,NOLSM6902615,26,15,17-02-2019 PM 9:04:30
690,1,Photo,0.9039983589463068,11.396,15.086,20.0,201.252,90.001,501.252,4025.04,5031.3,5.035,91.92,30.003,NOLSM6912616,26,16,17-02-2019 PM 9:04:30
691,1,Photo,0.8352322261919007,11.711,15.041,20.003,201.403,90.002,501.403,4028.054,5035.067,5.035,91.812,30.002,NOLSM6922617,26,17,17-02-2019 PM 9:04:30
692,2,Photo,0.8661814731875759,13.607,14.989,20.003,201.132,89.999,501.132,4022.646,5028.308,5.029,91.919,30.01,NOLSM6932618,26,18,17-02-2019 PM 9:04:30
693,2,Photo,0.7810902750474367,20.608,14.928,19.997,201.345,90.0,501.345,4026.909,5033.637,5.034,92.557,30.004,NOLSM6942619,26,19,17-02-2019 PM 9:04:30
694,2,Photo,0.6402331663789125,12.714,14.974,20.002,203.123,89.999,503.123,4062.451,5078.064,5.071,92.103,30.0,NOLSM6952620,26,20,17-02-2019 PM 9:04:30
695,3,Photo,1.0179832133882631,13.829,14.99,20.003,201.96,90.001,501.96,4039.208,5049.009,5.054,92.21,30.005,NOLSM6962621,26,21,17-02-2019 PM 9:04:30
696,3,Photo,0.9515718217405424,12.358,15.017,19.998,202.197,90.001,502.197,4043.939,5054.924,5.055,92.235,30.002,NOLSM6972622,26,22,17-02-2019 PM 9:04:30
697,3,Photo,0.8009581360365134,13.568,15.094,19.997,202.152,90.0,502.152,4043.038,5053.797,5.056,92.336,30.001,NOLSM6982623,26,23,17-02-2019 PM 9:04:30
698,1,Photo,0.870138805791552,20.8,14.984,19.995,202.393,89.999,502.393,4047.864,5059.83,5.06,92.203,30.001,NOLSM6992624,26,24,17-02-2019 PM 9:04:30
699,1,Photo,0.8419759312124994,11.582,15.106,20.0,202.294,90.0,502.294,4045.881,5057.352,5.061,92.313,29.996,NOLSM7002625,26,25,17-02-2019 PM 9:04:30
700,1,Photo,0.8394075112395083,20.67,14.935,20.004,202.52,90.0,502.52,4050.393,5062.992,5.064,92.442,30.0,NOLSM7012626,26,26,17-02-2019 PM 9:04:30
701,2,Photo,0.8262277987657909,10.83,15.005,19.999,202.335,90.0,502.335,4046.705,5058.382,5.035,92.043,29.994,NOLSM7022627,26,27,17-02-2019 PM 9:04:30
702,2,Photo,0.9332680900528214,17.936,15.045,20.002,201.68,90.001,501.68,4033.594,5041.992,5.043,92.103,30.005,NOLSM703271,27,1,17-02-2019 PM 9:04:30
703,2,Photo,0.7835347612779706,15.886,14.988,20.003,203.015,89.999,503.015,4060.308,5075.385,5.115,92.854,29.993,NOLSM704272,27,2,17-02-2019 PM 9:04:30
704,3,Photo,0.8715576334638199,20.092,14.921,19.997,204.243,89.999,504.243,4084.87,5106.087,5.13,93.143,29.989,NOLSM705273,27,3,17-02-2019 PM 9:04:30
705,3,Photo,0.8597582864664353,20.223,15.09,20.006,203.51,90.0,503.51,4070.197,5087.747,5.095,92.6,29.999,NOLSM706274,27,4,17-02-2019 PM 9:04:30
706,3,Photo,0.8555402656455666,18.52,15.161,19.996,199.44,90.0,499.44,3988.797,4985.997,4.985,90.779,30.002,NOLSM707275,27,5,17-02-2019 PM 9:04:30
707,1,Photo,0.819672131147541,17.455,15.039,19.997,199.511,90.001,499.511,3990.214,4987.767,4.988,90.615,29.996,NOLSM708276,27,6,17-02-2019 PM 9:04:30
708,1,Photo,0.8310013846390536,20.382,15.112,19.994,198.963,90.0,498.963,3979.257,4974.072,4.968,90.171,30.007,NOLSM709277,27,7,17-02-2019 PM 9:04:30
709,1,Photo,0.9980982580898818,11.754,14.988,19.997,197.823,90.0,497.823,3956.458,4945.572,4.952,89.9,30.0,NOLSM710278,27,8,17-02-2019 PM 9:04:30
710,2,Photo,1.0795398211935248,20.108,15.062,19.999,197.533,89.999,497.533,3950.652,4938.315,4.932,89.729,29.996,NOLSM711279,27,9,17-02-2019 PM 9:04:30
711,2,Photo,0.9102591497290552,10.668,14.957,19.998,197.373,90.0,497.373,3947.46,4934.325,4.934,89.801,29.997,NOLSM7122710,27,10,17-02-2019 PM 9:04:30
712,2,Photo,1.1500196584557,19.446,14.995,20.0,197.358,90.001,497.358,3947.154,4933.942,4.936,89.831,30.01,NOLSM7132711,27,11,17-02-2019 PM 9:04:30
713,3,Photo,1.0595565736166428,19.94,14.854,20.002,197.693,90.0,497.693,3953.86,4942.325,4.949,90.172,30.003,NOLSM7142712,27,12,17-02-2019 PM 9:04:30
714,3,Photo,1.04838116890887,17.527,15.053,19.994,197.488,90.0,497.488,3949.758,4937.197,4.947,90.178,29.999,NOLSM7152713,27,13,17-02-2019 PM 9:04:30
715,3,Photo,0.9657430041539171,20.02,14.887,20.002,198.573,89.999,498.573,3971.455,4964.318,4.963,90.012,29.998,NOLSM7162714,27,14,17-02-2019 PM 9:04:30
716,1,Photo,0.8421511478828698,20.005,15.031,20.003,198.627,90.0,498.627,3972.534,4965.668,4.967,90.212,29.998,NOLSM7172715,27,15,17-02-2019 PM 9:04:30
717,1,Photo,1.0054701789774183,19.411,15.02,20.001,198.224,90.0,498.224,3964.479,4955.598,4.964,90.309,30.004,NOLSM7182716,27,16,17-02-2019 PM 9:04:30
718,2,Photo,0.9658669378963743,18.092,15.055,19.999,198.239,90.001,498.239,3964.788,4955.985,4.923,89.66,30.001,NOLSM7192717,27,17,17-02-2019 PM 9:04:30
719,2,Photo,1.0290389579309047,17.431,15.049,19.999,197.631,90.002,497.631,3952.625,4940.782,4.928,89.956,30.004,NOLSM7202718,27,18,17-02-2019 PM 9:04:30
720,3,Photo,1.1066300278637242,15.179,15.168,20.003,197.591,89.999,497.591,3951.826,4939.783,4.936,89.9,30.003,NOLSM7212719,27,19,17-02-2019 PM 9:04:30
721,3,Photo,0.9738670746508487,15.553,14.951,20.004,197.746,90.0,497.746,3954.911,4943.639,4.947,89.884,30.003,NOLSM7222720,27,20,17-02-2019 PM 9:04:30
722,1,Photo,0.9306227456879606,14.349,14.974,20.004,197.657,90.001,497.657,3953.15,4941.437,4.936,89.896,29.998,NOLSM7232721,27,21,17-02-2019 PM 9:04:30
723,1,Photo,1.0975059402724832,16.591,14.907,20.001,197.175,90.0,497.175,3943.491,4929.364,4.932,89.681,30.006,NOLSM7242722,27,22,17-02-2019 PM 9:04:30
724,1,Photo,1.1288825450007691,11.384,15.104,19.998,197.045,89.999,497.045,3940.893,4926.116,4.93,89.703,29.997,NOLSM7252723,27,23,17-02-2019 PM 9:04:30
725,2,Photo,0.9881151814560933,17.44,15.081,19.998,197.415,90.001,497.415,3948.304,4935.38,4.931,89.589,29.996,NOLSM7262724,27,24,17-02-2019 PM 9:04:30
726,2,Photo,1.1162883126207284,20.293,15.03,19.997,197.203,90.001,497.203,3944.064,4930.08,4.934,89.797,30.009,NOLSM7272725,27,25,17-02-2019 PM 9:04:30
727,2,Photo,1.0286244209302722,19.651,14.961,20.006,197.314,89.999,497.314,3946.284,4932.855,4.932,89.605,29.987,NOLSM7282726,27,26,17-02-2019 PM 9:04:30
728,3,Photo,0.9564821620882408,19.618,14.929,19.999,197.256,90.0,497.256,3945.129,4931.412,4.938,89.809,29.994,NOLSM7292727,27,27,17-02-2019 PM 9:04:30
729,3,Photo,1.129583411682251,19.276,15.02,19.998,197.261,90.0,497.261,3945.214,4931.517,4.944,89.903,30.014,NOLSM730281,28,1,17-02-2019 PM 9:04:30
730,3,Photo,0.9324432896288826,13.173,14.911,20.004,197.84,90.0,497.84,3956.792,4945.99,4.945,89.915,29.985,NOLSM731282,28,2,17-02-2019 PM 9:04:30
731,1,Photo,1.0301244465717363,15.552,14.97,19.999,197.623,90.0,497.623,3952.46,4940.576,4.938,89.801,29.999,NOLSM732283,28,3,17-02-2019 PM 9:04:30
732,1,Photo,1.0692234055282994,20.107,15.01,20.0,197.55,90.0,497.55,3950.994,4938.743,4.944,89.835,30.003,NOLSM733284,28,4,17-02-2019 PM 9:04:30
733,1,Photo,1.0830099659823245,10.45,15.07,19.997,197.427,90.0,497.427,3948.538,4935.673,4.946,89.931,30.013,NOLSM734285,28,5,17-02-2019 PM 9:04:30
734,2,Photo,1.020949076052582,14.487,14.923,20.0,197.695,90.0,497.695,3953.901,4942.376,4.945,89.812,30.011,NOLSM735286,28,6,17-02-2019 PM 9:04:30
735,2,Photo,1.0227482521068736,15.464,15.04,19.996,197.647,90.0,497.647,3952.935,4941.169,4.942,89.843,29.998,NOLSM736287,28,7,17-02-2019 PM 9:04:30
736,2,Photo,0.9422682439016052,15.583,14.88,19.998,197.687,90.0,497.687,3953.73,4942.163,4.943,89.845,30.0,NOLSM737288,28,8,17-02-2019 PM 9:04:30
737,3,Photo,1.0561419853330825,15.388,14.948,20.004,197.725,90.0,497.725,3954.506,4943.133,4.943,89.89,30.005,NOLSM738289,28,9,17-02-2019 PM 9:04:30
738,3,Photo,0.9877220123420913,15.515,14.951,20.002,197.719,90.0,497.719,3954.381,4942.976,4.942,89.825,30.001,NOLSM7392810,28,10,17-02-2019 PM 9:04:30
739,3,Photo,1.1103907759106992,15.987,15.049,20.002,197.466,90.0,497.466,3949.324,4936.655,4.939,89.852,30.003,NOLSM7402811,28,11,17-02-2019 PM 9:04:30
740,1,Photo,0.980285987794663,16.313,14.958,20.005,197.662,89.999,497.662,3953.236,4941.545,4.953,89.986,29.991,NOLSM7412812,28,12,17-02-2019 PM 9:04:30
741,1,Photo,1.0704200071796097,12.416,14.984,20.005,198.028,90.0,498.028,3960.561,4950.702,4.951,90.041,30.014,NOLSM7422813,28,13,17-02-2019 PM 9:04:30
742,1,Photo,0.9978973999555547,12.698,15.012,20.001,197.95,90.001,497.95,3958.994,4948.743,4.951,90.028,30.0,NOLSM7432814,28,14,17-02-2019 PM 9:04:30
743,2,Photo,0.9893288774167079,12.151,14.957,19.999,197.986,90.0,497.986,3959.721,4949.651,4.947,89.577,30.003,NOLSM7442815,28,15,17-02-2019 PM 9:04:30
744,2,Photo,1.0089146823022617,11.544,15.084,20.001,196.989,89.999,496.989,3939.779,4924.724,4.928,89.666,30.001,NOLSM7452816,28,16,17-02-2019 PM 9:04:30
745,2,Photo,1.0519966153267575,12.262,14.992,19.999,197.14,90.0,497.14,3942.793,4928.491,4.902,89.52,30.002,NOLSM7462817,28,17,17-02-2019 PM 9:04:30
746,3,Photo,1.2027299611959177,19.518,15.019,20.001,196.262,89.999,496.262,3925.23,4906.538,4.904,89.125,29.991,NOLSM7472818,28,18,17-02-2019 PM 9:04:30
747,3,Photo,1.173571343099882,10.998,15.042,20.002,196.017,90.0,496.017,3920.345,4900.431,4.917,89.055,30.002,NOLSM7482819,28,19,17-02-2019 PM 9:04:30
748,3,Photo,1.2795133250141029,18.719,14.999,20.0,196.31,90.0,496.31,3926.195,4907.744,4.907,89.193,30.007,NOLSM7492820,28,20,17-02-2019 PM 9:04:30
749,1,Photo,1.1399553838527154,18.047,14.95,20.001,196.474,90.001,496.474,3929.473,4911.842,4.91,89.229,30.004,NOLSM7502821,28,21,17-02-2019 PM 9:04:30
750,1,Photo,1.2121617463546386,19.02,15.021,19.997,195.996,90.0,495.996,3919.919,4899.899,4.894,88.514,29.994,NOLSM7512822,28,22,17-02-2019 PM 9:04:30
751,1,Photo,1.457003538522026,17.275,15.084,20.005,194.399,90.001,494.399,3887.97,4859.963,4.856,88.81,30.013,NOLSM7522823,28,23,17-02-2019 PM 9:04:30
752,2,Photo,1.3128814167763552,17.34,15.036,19.998,195.439,90.0,495.439,3908.787,4885.984,4.881,88.457,30.003,NOLSM7532824,28,24,17-02-2019 PM 9:04:30
753,2,Photo,1.270910613856647,14.003,15.021,19.997,194.947,90.0,494.947,3898.937,4873.671,4.904,88.771,29.996,NOLSM7542825,28,25,17-02-2019 PM 9:04:30
754,2,Photo,1.2978426981657805,19.563,15.214,19.997,195.594,90.0,495.594,3911.874,4889.842,4.889,88.714,29.999,NOLSM7552826,28,26,17-02-2019 PM 9:04:30
755,3,Photo,1.3199029043231507,13.227,14.846,20.0,194.694,89.999,494.694,3893.879,4867.348,4.874,88.424,29.995,NOLSM7562827,28,27,17-02-2019 PM 9:04:30
