Chamber_Num,process4,Flux60s,Flux90s,Flux160s,Flux480s,Flux840s,input_Energy,Current,Temp_implantation,Furance_Temp,RTA_Temp,No_Die,Lot_Num,Wafer_Num,Datetime
3,Implantation,1.821559e+16,1.815285e+17,3.219455e+17,3.007827e+17,6.000001e+17,32501.180,0.01,103.054,924,155,NOLSM5942227,22,27,18-02-2019 ?? 9:04:30
2,Implantation,3.016577e+15,2.158574e+16,1.617364e+17,2.993225e+17,6.000011e+17,32502.334,0.01,103.208,924,155,NOLSM595231,23,1,19-02-2019 ?? 9:04:30
1,Implantation,1.711643e+16,1.548065e+17,6.190404e+16,3.00842e+17,5.999965e+17,32499.477,0.01,103.382,924,155,NOLSM596232,23,2,19-02-2019 ?? 9:04:30
1,Implantation,2.111161e+16,6.523202e+14,1.131756e+18,3.004221e+17,6.000009e+17,32497.298,0.01,103.387,924,155,NOLSM597233,23,3,19-02-2019 ?? 9:04:30
2,Implantation,1.760013e+16,1.718314e+17,3.911586e+17,3.006929e+17,5.999993e+17,32499.260,0.01,103.677,924,156,NOLSM598234,23,4,19-02-2019 ?? 9:04:30
3,Implantation,1.321531e+16,1.305732e+14,3.248877e+17,3.008877e+17,6.000005e+17,32498.961,0.01,103.541,924,155,NOLSM599235,23,5,19-02-2019 ?? 9:04:30
3,Implantation,4.877918e+15,5.349218e+14,2.420467e+17,3.011464e+17,6.000007e+17,32499.787,0.01,103.716,924,156,NOLSM600236,23,6,19-02-2019 ?? 9:04:30
2,Implantation,7.667076e+15,5.635341e+15,2.740189e+17,3.001915e+17,6.000001e+17,32501.831,0.01,103.694,924,156,NOLSM601237,23,7,19-02-2019 ?? 9:04:30
1,Implantation,1.426582e+16,1.151533e+17,8.544268e+17,3.013408e+17,6.000009e+17,32497.031,0.01,104.163,927,156,NOLSM602238,23,8,19-02-2019 ?? 9:04:30
1,Implantation,1.737602e+16,1.169879e+15,8.195232e+16,2.987849e+17,5.999993e+17,32503.265,0.01,105.862,932,159,NOLSM603239,23,9,19-02-2019 ?? 9:04:30
2,Implantation,1.79237e+16,1.785555e+16,9.739856e+17,2.989753e+17,5.999997e+17,32498.409,0.01,105.892,932,159,NOLSM6042310,23,10,19-02-2019 ?? 9:04:30
3,Implantation,1.391355e+16,7.437379e+16,3.496375e+17,3.003006e+17,5.999999e+17,32500.055,0.01,105.938,927,159,NOLSM6052311,23,11,19-02-2019 ?? 9:04:30
3,Implantation,1.628316e+16,1.247913e+16,9.15445e+14,3.008909e+17,6.000001e+17,32498.838,0.01,105.821,915,159,NOLSM6062312,23,12,19-02-2019 ?? 9:04:30
2,Implantation,5.48827e+15,4.565799e+12,7.819961e+12,2.993609e+17,6.000007e+17,32499.975,0.01,105.747,915,159,NOLSM6072313,23,13,19-02-2019 ?? 9:04:30
1,Implantation,1.576659e+16,1.561479e+17,8.545727e+17,3.000054e+17,6.000011e+17,32494.512,0.01,105.594,916,158,NOLSM6082314,23,14,19-02-2019 ?? 9:04:30
1,Implantation,1.305955e+16,8.521617e+13,7.127623e+12,2.997031e+17,6.000008e+17,32501.652,0.01,105.389,915,158,NOLSM6092315,23,15,19-02-2019 ?? 9:04:30
2,Implantation,1.01826e+16,3.379606e+16,1.568783e+17,3.002523e+17,6.000001e+17,32500.528,0.01,104.736,914,157,NOLSM6102316,23,16,19-02-2019 ?? 9:04:30
3,Implantation,1.546474e+16,6.968031e+16,1.906641e+16,3.004042e+17,5.999998e+17,32496.560,0.01,104.788,911,157,NOLSM6112317,23,17,19-02-2019 ?? 9:04:30
2,Implantation,5.191665e+15,9.553407e+15,9.598344e+15,2.999564e+17,5.999998e+17,32502.771,0.01,104.833,910,157,NOLSM6122318,23,18,19-02-2019 ?? 9:04:30
1,Implantation,1.604974e+16,1.387716e+17,2.801721e+17,2.998762e+17,5.999994e+17,32498.839,0.01,104.711,909,157,NOLSM6132319,23,19,19-02-2019 ?? 9:04:30
1,Implantation,2.360585e+15,2.310545e+16,4.25398e+16,3.011595e+17,5.999997e+17,32502.896,0.01,104.683,909,157,NOLSM6142320,23,20,19-02-2019 ?? 9:04:30
2,Implantation,1.647404e+16,5.776961e+16,4.73816e+17,3.006262e+17,6.000006e+17,32495.958,0.01,104.625,909,157,NOLSM6152321,23,21,19-02-2019 ?? 9:04:30
3,Implantation,1.5063e+16,1.178818e+17,2.287281e+17,2.998659e+17,5.999994e+17,32298.677,0.01,104.688,911,157,NOLSM6162322,23,22,19-02-2019 ?? 9:04:30
3,Implantation,1.709331e+16,7.190775e+16,1.268376e+17,3.005915e+17,6.000002e+17,32299.497,0.01,105.127,913,158,NOLSM6172323,23,23,19-02-2019 ?? 9:04:30
2,Implantation,7.251545e+15,6.242158e+16,1.582363e+17,3.008417e+17,5.999999e+17,32302.108,0.01,105.179,917,158,NOLSM6182324,23,24,19-02-2019 ?? 9:04:30
1,Implantation,4.543258e+15,2.167378e+16,1.423692e+16,3.011859e+17,6.00001e+17,32300.693,0.01,105.296,917,158,NOLSM6192325,23,25,19-02-2019 ?? 9:04:30
1,Implantation,4.528123e+15,5.578393e+15,9.748251e+16,3.026147e+17,5.999997e+17,32301.248,0.01,105.564,916,158,NOLSM6202326,23,26,19-02-2019 ?? 9:04:30
2,Implantation,5.900572e+15,4.671228e+15,7.691073e+15,3.007618e+17,5.999992e+17,32305.226,0.01,105.439,916,158,NOLSM6212327,23,27,19-02-2019 ?? 9:04:30
3,Implantation,1.476752e+16,3.69782e+16,2.498688e+14,3.005162e+17,6.000001e+17,32298.709,0.01,105.430,915,158,NOLSM622241,24,1,20-02-2019 ?? 9:04:30
3,Implantation,1.538353e+16,5.57245e+15,7.823402e+17,2.989883e+17,6.000004e+17,32297.701,0.01,104.247,911,156,NOLSM623242,24,2,20-02-2019 ?? 9:04:30
2,Implantation,8.279002e+15,2.36285e+16,2.739119e+15,3.001366e+17,5.999989e+17,32299.957,0.01,104.436,910,157,NOLSM624243,24,3,20-02-2019 ?? 9:04:30
1,Implantation,5.328888e+15,2.75681e+16,2.901964e+16,2.999315e+17,6.00001e+17,32298.502,0.01,104.309,910,156,NOLSM625244,24,4,20-02-2019 ?? 9:04:30
1,Implantation,1.22538e+16,1.168901e+17,7.116616e+17,2.998323e+17,5.999997e+17,32302.461,0.01,104.342,910,157,NOLSM626245,24,5,20-02-2019 ?? 9:04:30
3,Implantation,4.921424e+15,3.510391e+16,4.240871e+15,3.019194e+17,6.000003e+17,32300.319,0.01,104.353,910,157,NOLSM627246,24,6,20-02-2019 ?? 9:04:30
3,Implantation,2.16362e+16,2.02136e+17,1.161224e+18,2.997179e+17,5.99999e+17,32300.860,0.01,104.344,909,157,NOLSM628247,24,7,20-02-2019 ?? 9:04:30
1,Implantation,6.136025e+15,17434023167,510167093.39,2.995731e+17,6.000003e+17,32296.362,0.01,106.121,909,159,NOLSM629248,24,8,20-02-2019 ?? 9:04:30
1,Implantation,1.523569e+16,6.965026e+14,2.54127e+12,2.997659e+17,6.00001e+17,32303.654,0.01,105.930,910,159,NOLSM630249,24,9,20-02-2019 ?? 9:04:30
2,Implantation,1.471552e+16,9.321484e+16,3.755852e+17,3.015234e+17,5.999998e+17,32302.162,0.01,105.558,909,158,NOLSM6312410,24,10,20-02-2019 ?? 9:04:30
3,Implantation,1.273183e+16,4.374052e+16,1.652431e+16,3.012845e+17,5.999993e+17,32300.976,0.01,105.627,909,158,NOLSM6322411,24,11,20-02-2019 ?? 9:04:30
3,Implantation,1.793202e+16,1.405951e+17,1.001806e+18,2.99446e+17,5.999993e+17,32299.379,0.01,105.260,909,158,NOLSM6332412,24,12,20-02-2019 ?? 9:04:30
1,Implantation,1.324378e+16,8.055292e+16,3.390707e+17,2.97626e+17,5.999998e+17,32299.596,0.01,105.117,909,158,NOLSM6342413,24,13,20-02-2019 ?? 9:04:30
1,Implantation,1.329847e+16,8.592789e+16,1.184552e+17,2.988301e+17,6.000012e+17,32298.052,0.01,104.988,909,157,NOLSM6352414,24,14,20-02-2019 ?? 9:04:30
2,Implantation,1.137768e+16,1.098086e+17,6.62659e+17,3.005251e+17,5.999979e+17,32301.209,0.01,104.424,909,157,NOLSM6362415,24,15,20-02-2019 ?? 9:04:30
3,Implantation,1.438315e+16,1.994444e+16,5.700782e+17,3.012892e+17,5.999997e+17,32299.831,0.01,104.249,909,156,NOLSM6372416,24,16,20-02-2019 ?? 9:04:30
2,Implantation,1.408455e+16,9.50555e+16,6.14474e+17,3.017982e+17,5.999994e+17,32303.551,0.01,104.201,910,156,NOLSM6382417,24,17,20-02-2019 ?? 9:04:30
1,Implantation,1.402306e+16,1.109067e+17,8.271744e+16,3.004976e+17,6.000014e+17,32296.526,0.01,104.157,909,156,NOLSM6392418,24,18,20-02-2019 ?? 9:04:30
1,Implantation,1.089827e+16,8.494374e+15,3.59979e+13,3.002976e+17,6.000009e+17,32297.235,0.01,104.083,909,156,NOLSM6402419,24,19,20-02-2019 ?? 9:04:30
3,Implantation,1.520416e+16,7.29929e+16,1.691752e+17,2.999249e+17,6.000004e+17,32297.616,0.01,104.032,909,156,NOLSM6412420,24,20,20-02-2019 ?? 9:04:30
3,Implantation,1.269772e+16,3.734269e+16,1.081198e+16,2.986413e+17,5.999987e+17,32301.908,0.01,104.011,909,156,NOLSM6422421,24,21,20-02-2019 ?? 9:04:30
2,Implantation,1.785569e+16,4.121479e+16,5.378084e+16,3.027147e+17,6.000015e+17,32299.834,0.01,104.113,909,156,NOLSM6432422,24,22,20-02-2019 ?? 9:04:30
1,Implantation,3.976215e+15,3.835609e+16,5.891946e+16,3.003818e+17,5.999999e+17,32299.948,0.01,104.968,909,157,NOLSM6442423,24,23,20-02-2019 ?? 9:04:30
1,Implantation,1.912659e+16,9.278454e+16,1.094246e+18,2.993057e+17,6.00001e+17,32299.617,0.01,104.463,910,157,NOLSM6452424,24,24,20-02-2019 ?? 9:04:30
2,Implantation,2.170771e+16,1.490358e+17,1.939394e+17,2.999106e+17,6.000002e+17,32293.932,0.01,104.301,909,156,NOLSM6462425,24,25,20-02-2019 ?? 9:04:30
3,Implantation,1.576079e+16,1.466133e+17,1.623057e+17,3.002726e+17,6.000004e+17,32044.174,0.01,103.139,923,155,NOLSM6472426,24,26,20-02-2019 ?? 9:04:30
3,Implantation,2.280824e+15,2.62205e+15,1.169536e+17,2.998651e+17,6.000001e+17,32057.073,0.01,103.072,906,155,NOLSM6482427,24,27,20-02-2019 ?? 9:04:30
2,Implantation,1.870805e+16,8.464185e+15,1.230551e+13,2.989114e+17,5.999999e+17,32054.907,0.01,102.945,909,154,NOLSM649251,25,1,21-02-2019 ?? 9:04:30
1,Implantation,3.39259e+15,1.273514e+15,2.010852e+17,2.996211e+17,6e+17,32052.091,0.01,102.001,915,153,NOLSM650252,25,2,21-02-2019 ?? 9:04:30
1,Implantation,1.363962e+16,7.337905e+14,2.311331e+17,2.990147e+17,6.000006e+17,32045.703,0.01,102.084,915,153,NOLSM651253,25,3,21-02-2019 ?? 9:04:30
2,Implantation,4.898585e+15,2.048437e+14,5.075062e+16,2.995091e+17,6.000002e+17,32045.121,0.01,101.727,914,153,NOLSM652254,25,4,21-02-2019 ?? 9:04:30
3,Implantation,2.972037e+15,9.458182e+14,5.779889e+16,2.984682e+17,6.000004e+17,32045.650,0.01,101.340,902,152,NOLSM653255,25,5,21-02-2019 ?? 9:04:30
3,Implantation,7.786181e+15,3.696705e+12,36561499.576,2.999362e+17,6.000015e+17,32059.916,0.01,100.528,919,151,NOLSM654256,25,6,21-02-2019 ?? 9:04:30
2,Implantation,4.187771e+15,1.251566e+14,5.415955e+12,3.002737e+17,6.000004e+17,32050.475,0.01,103.270,923,155,NOLSM655257,25,7,21-02-2019 ?? 9:04:30
1,Implantation,9.035775e+15,449362777768,2.243482e+17,2.983565e+17,6.000001e+17,32054.103,0.01,103.474,910,155,NOLSM656258,25,8,21-02-2019 ?? 9:04:30
1,Implantation,1.46725e+16,1.106486e+15,1.803452e+15,2.996526e+17,5.99999e+17,32044.640,0.01,103.707,906,156,NOLSM657259,25,9,21-02-2019 ?? 9:04:30
2,Implantation,6.590899e+15,2.426747e+14,176895172086,3.014287e+17,6e+17,32040.609,0.01,102.727,906,154,NOLSM6582510,25,10,21-02-2019 ?? 9:04:30
3,Implantation,1.153166e+16,1.020129e+17,421216908.17,3.00417e+17,5.999995e+17,32043.720,0.01,103.396,907,155,NOLSM6592511,25,11,21-02-2019 ?? 9:04:30
3,Implantation,1.689894e+16,1.496542e+14,1.118232e+12,3.003419e+17,6.000023e+17,32055.941,0.01,104.309,890,156,NOLSM6602512,25,12,21-02-2019 ?? 9:04:30
2,Implantation,1.108048e+16,2.023434e+16,4.483761e+17,2.996603e+17,5.999989e+17,32051.147,0.01,104.403,861,157,NOLSM6612513,25,13,21-02-2019 ?? 9:04:30
1,Implantation,1.745435e+16,1.02962e+15,1.398949e+15,3.014258e+17,5.999992e+17,32044.633,0.01,104.649,865,157,NOLSM6622514,25,14,21-02-2019 ?? 9:04:30
1,Implantation,1.61614e+16,8.145591e+16,9.079978e+17,3.022077e+17,6.000001e+17,32039.650,0.01,104.761,865,157,NOLSM6632515,25,15,21-02-2019 ?? 9:04:30
2,Implantation,2.115645e+16,5.502364e+16,7.855658e+17,3.003929e+17,5.999987e+17,32041.139,0.01,104.099,865,156,NOLSM6642516,25,16,21-02-2019 ?? 9:04:30
3,Implantation,7.162873e+15,5.155819e+16,2.900961e+17,3.007074e+17,6.000005e+17,32043.715,0.01,104.149,865,156,NOLSM6652517,25,17,21-02-2019 ?? 9:04:30
3,Implantation,1.408285e+16,2.955731e+15,2.938108e+15,2.9964e+17,5.999995e+17,32040.817,0.01,103.505,869,155,NOLSM6662518,25,18,21-02-2019 ?? 9:04:30
2,Implantation,6.129271e+15,5.264986e+15,8.209553e+15,2.984594e+17,5.999988e+17,32047.486,0.01,104.140,865,156,NOLSM6672519,25,19,21-02-2019 ?? 9:04:30
1,Implantation,8.998365e+15,1.284093e+15,1.842116e+17,2.992737e+17,5.999989e+17,32043.586,0.01,104.742,865,157,NOLSM6682520,25,20,21-02-2019 ?? 9:04:30
1,Implantation,6.771267e+15,6.763917e+16,6.390773e+14,2.986218e+17,5.999999e+17,32469.850,0.01,104.238,865,156,NOLSM6692521,25,21,21-02-2019 ?? 9:04:30
2,Implantation,1.148317e+16,2.068288e+16,5.881171e+17,2.993236e+17,5.999999e+17,32466.046,0.01,104.536,866,157,NOLSM6702522,25,22,21-02-2019 ?? 9:04:30
3,Implantation,4.770092e+15,5.096856e+15,5.092811e+16,3.00741e+17,6.000016e+17,32467.764,0.01,104.579,863,157,NOLSM6712523,25,23,21-02-2019 ?? 9:04:30
3,Implantation,5.877206e+15,2.084853e+16,2.619744e+16,3.007008e+17,6.000001e+17,32472.189,0.01,104.590,866,157,NOLSM6722524,25,24,21-02-2019 ?? 9:04:30
1,Implantation,1.750719e+16,1.742057e+17,4.082112e+16,2.989468e+17,6.00001e+17,32471.558,0.01,105.153,861,158,NOLSM6732525,25,25,21-02-2019 ?? 9:04:30
1,Implantation,2.088769e+16,1.521224e+16,4.213451e+13,2.991088e+17,5.999999e+17,32468.260,0.01,105.083,861,158,NOLSM6742526,25,26,21-02-2019 ?? 9:04:30
3,Implantation,2.439256e+15,4.187302e+15,1.332261e+17,2.989629e+17,5.999992e+17,32469.210,0.01,105.182,860,158,NOLSM6752527,25,27,21-02-2019 ?? 9:04:30
3,Implantation,5.909598e+15,2.543147e+16,2.641769e+17,3.007852e+17,5.999997e+17,32473.356,0.01,105.315,861,158,NOLSM676261,26,1,22-02-2019 ?? 9:04:30
1,Implantation,1.263124e+16,9.819489e+16,7.234647e+17,3.00554e+17,6.000003e+17,32478.804,0.01,105.858,860,159,NOLSM677262,26,2,22-02-2019 ?? 9:04:30
1,Implantation,3.882481e+15,2.961958e+13,3.895519e+16,2.999554e+17,5.999995e+17,32479.394,0.01,105.769,861,159,NOLSM678263,26,3,22-02-2019 ?? 9:04:30
2,Implantation,1.534502e+16,8.621582e+16,9.198961e+17,3.001731e+17,6.000013e+17,32475.954,0.01,105.814,860,159,NOLSM679264,26,4,22-02-2019 ?? 9:04:30
3,Implantation,4.099109e+15,1.673806e+16,1.769181e+16,2.980058e+17,5.999999e+17,32473.014,0.01,105.952,861,159,NOLSM680265,26,5,22-02-2019 ?? 9:04:30
3,Implantation,1.97997e+16,9.276708e+16,1.176497e+18,3.005001e+17,6.000003e+17,32492.602,0.01,106.016,860,159,NOLSM681266,26,6,22-02-2019 ?? 9:04:30
2,Implantation,1.692518e+16,1.597368e+17,7.43955e+17,2.999577e+17,5.999997e+17,32486.114,0.01,106.433,861,160,NOLSM682267,26,7,22-02-2019 ?? 9:04:30
1,Implantation,1.49088e+16,1.490571e+17,3.502527e+16,3.005733e+17,6.000021e+17,32477.288,0.01,106.419,861,160,NOLSM683268,26,8,22-02-2019 ?? 9:04:30
1,Implantation,1.6116e+16,2.891635e+16,4.603472e+17,2.996846e+17,5.999995e+17,32475.062,0.01,106.482,861,160,NOLSM684269,26,9,22-02-2019 ?? 9:04:30
2,Implantation,1.483133e+16,8.057589e+15,160678728647,2.990721e+17,6.000012e+17,32474.777,0.01,106.552,860,160,NOLSM6852610,26,10,22-02-2019 ?? 9:04:30
3,Implantation,1.598164e+16,6.668107e+15,1.654884e+17,2.996387e+17,6.00001e+17,32474.989,0.01,106.425,860,160,NOLSM6862611,26,11,22-02-2019 ?? 9:04:30
3,Implantation,1.516271e+16,1.005179e+17,7.623187e+17,2.990875e+17,6.000001e+17,32484.167,0.01,105.706,861,159,NOLSM6872612,26,12,22-02-2019 ?? 9:04:30
2,Implantation,1.28592e+16,9.994934e+16,1.563533e+16,3.009282e+17,6.000003e+17,32482.503,0.01,106.417,861,160,NOLSM6882613,26,13,22-02-2019 ?? 9:04:30
1,Implantation,1.374025e+16,117182949499,146815735.85,3.007833e+17,6.000001e+17,32478.466,0.01,106.208,861,159,NOLSM6892614,26,14,22-02-2019 ?? 9:04:30
1,Implantation,1.647592e+16,1.647327e+17,8.141605e+17,3.032962e+17,5.999998e+17,32471.405,0.01,106.027,860,159,NOLSM6902615,26,15,22-02-2019 ?? 9:04:30
2,Implantation,2.053833e+16,1.704504e+17,7.404095e+17,2.998679e+17,6.000003e+17,32474.891,0.01,106.160,860,159,NOLSM6912616,26,16,22-02-2019 ?? 9:04:30
3,Implantation,1.982968e+16,1.047319e+16,4.000187e+17,2.998699e+17,5.999996e+17,32470.956,0.01,106.010,860,159,NOLSM6922617,26,17,22-02-2019 ?? 9:04:30
3,Implantation,1.560517e+16,1.123736e+17,2.048584e+16,2.997788e+17,5.999988e+17,32470.502,0.01,105.956,860,159,NOLSM6932618,26,18,22-02-2019 ?? 9:04:30
2,Implantation,2.066972e+16,1.787139e+16,1.239589e+18,3.01185e+17,5.999993e+17,32479.610,0.01,105.840,860,159,NOLSM6942619,26,19,22-02-2019 ?? 9:04:30
1,Implantation,1.799824e+16,8.746376e+16,11461295709,3.021966e+17,5.999997e+17,32473.864,0.01,106.764,860,160,NOLSM6952620,26,20,22-02-2019 ?? 9:04:30
1,Implantation,1.531583e+16,2.330983e+16,6.907339e+17,3.00477e+17,6.000006e+17,32455.142,0.01,105.962,860,159,NOLSM6962621,26,21,22-02-2019 ?? 9:04:30
2,Implantation,1.85785e+16,1.833711e+17,2.228772e+16,2.986291e+17,5.999998e+17,32442.676,0.01,105.815,860,159,NOLSM6972622,26,22,22-02-2019 ?? 9:04:30
3,Implantation,1.589284e+16,1.295778e+17,3.351824e+17,2.985649e+17,6e+17,32423.651,0.01,105.711,860,159,NOLSM6982623,26,23,22-02-2019 ?? 9:04:30
3,Implantation,1.021895e+16,3.254083e+15,2.438131e+17,3.004199e+17,5.999997e+17,32413.504,0.01,105.503,860,158,NOLSM6992624,26,24,22-02-2019 ?? 9:04:30
2,Implantation,2.024665e+16,1.882127e+17,1.198565e+18,3.005696e+17,5.999999e+17,32415.844,0.01,105.079,860,158,NOLSM7002625,26,25,22-02-2019 ?? 9:04:30
1,Implantation,2.951377e+15,3.274941e+15,1.307723e+15,3.00529e+17,6.000003e+17,32428.073,0.01,105.014,860,158,NOLSM7012626,26,26,22-02-2019 ?? 9:04:30
1,Implantation,2.16534e+16,2.165335e+17,3.823157e+17,3.013813e+17,5.999998e+17,32424.728,0.01,104.272,860,156,NOLSM7022627,26,27,22-02-2019 ?? 9:04:30
2,Implantation,,,,3.002952e+17,5.999998e+17,32437.886,0.01,104.475,,157,NOLSM703271,27,1,23-02-2019 ?? 9:04:30
3,Implantation,1.119563e+16,4.359009e+16,72150123624,3.007603e+17,5.999992e+17,32456.369,0.01,104.468,861,157,NOLSM704272,27,2,23-02-2019 ?? 9:04:30
3,Implantation,2.148572e+16,1.046537e+17,6.250944e+16,3.011449e+17,6.000016e+17,32452.911,0.01,105.038,860,158,NOLSM705273,27,3,23-02-2019 ?? 9:04:30
2,Implantation,1.529045e+16,2.373914e+13,2.354431e+14,3.003612e+17,6.00002e+17,32423.190,0.01,104.926,860,157,NOLSM706274,27,4,23-02-2019 ?? 9:04:30
1,Implantation,4.323006e+15,2.067721e+15,8.837022e+13,3.024722e+17,6.000006e+17,32546.560,0.01,103.059,913,155,NOLSM707275,27,5,23-02-2019 ?? 9:04:30
1,Implantation,6.658523e+15,5.577668e+15,1.895967e+16,3.003245e+17,6.000006e+17,32555.893,0.01,103.245,910,155,NOLSM708276,27,6,23-02-2019 ?? 9:04:30
2,Implantation,1.762706e+16,4.135387e+14,2.609184e+12,3.009349e+17,5.999989e+17,32556.464,0.01,102.271,906,153,NOLSM709277,27,7,23-02-2019 ?? 9:04:30
3,Implantation,1.848596e+16,7.076915e+14,4.439694e+16,3.00415e+17,6.000018e+17,32546.944,0.01,102.967,906,154,NOLSM710278,27,8,23-02-2019 ?? 9:04:30
3,Implantation,4.584522e+15,1.175194e+15,2.650513e+17,3.002658e+17,5.999997e+17,32553.593,0.01,102.462,906,154,NOLSM711279,27,9,23-02-2019 ?? 9:04:30
2,Implantation,2.069253e+16,1.868734e+15,5.448368e+17,2.999353e+17,6.000003e+17,32542.845,0.01,102.455,906,154,NOLSM7122710,27,10,23-02-2019 ?? 9:04:30
1,Implantation,1.851153e+16,6.739168e+16,8.7264e+15,2.996645e+17,6.000005e+17,32527.163,0.01,102.462,906,154,NOLSM7132711,27,11,23-02-2019 ?? 9:04:30
1,Implantation,9.41971e+15,2.753173e+16,8.20335e+16,3.005917e+17,5.99998e+17,32568.434,0.01,103.000,907,154,NOLSM7142712,27,12,23-02-2019 ?? 9:04:30
2,Implantation,6.073664e+15,1.665649e+12,407481080828,2.988287e+17,5.99998e+17,32567.933,0.01,102.843,902,154,NOLSM7152713,27,13,23-02-2019 ?? 9:04:30
3,Implantation,9.27613e+15,3.506905e+16,2.421943e+15,2.9982e+17,5.999984e+17,32559.307,0.01,103.273,902,155,NOLSM7162714,27,14,23-02-2019 ?? 9:04:30
3,Implantation,9.662713e+15,9.204454e+16,2.244547e+17,3.011257e+17,6e+17,32554.618,0.01,102.915,903,154,NOLSM7172715,27,15,23-02-2019 ?? 9:04:30
1,Implantation,2.159339e+15,1.258558e+16,1.587226e+16,2.98542e+17,5.999997e+17,32552.824,0.01,102.858,902,154,NOLSM7182716,27,16,23-02-2019 ?? 9:04:30
1,Implantation,4.733234e+15,1.467248e+16,4.041656e+13,3.023318e+17,6.00001e+17,32545.179,0.01,102.062,894,153,NOLSM7192717,27,17,23-02-2019 ?? 9:04:30
2,Implantation,6.168797e+15,4.005413e+16,194242040.49,3.022737e+17,6e+17,32551.638,0.01,102.116,903,153,NOLSM7202718,27,18,23-02-2019 ?? 9:04:30
3,Implantation,1.110951e+16,1.035394e+17,3.331233e+16,2.986369e+17,6.00001e+17,32445.897,0.01,102.725,903,154,NOLSM7212719,27,19,23-02-2019 ?? 9:04:30
1,Implantation,1.037059e+16,9.814752e+16,6.212981e+17,3.000548e+17,5.999994e+17,32439.106,0.01,102.912,903,154,NOLSM7222720,27,20,23-02-2019 ?? 9:04:30
1,Implantation,1.292923e+16,1.222853e+17,7.338509e+16,3.018835e+17,5.999997e+17,32451.317,0.01,102.955,903,154,NOLSM7232721,27,21,23-02-2019 ?? 9:04:30
2,Implantation,8.022409e+15,2.415117e+16,4.67936e+17,2.991807e+17,6.000018e+17,32458.957,0.01,102.748,903,154,NOLSM7242722,27,22,23-02-2019 ?? 9:04:30
3,Implantation,1.918883e+16,1.526089e+15,8.96996e+17,2.995303e+17,5.999992e+17,32453.215,0.01,102.821,903,154,NOLSM7252723,27,23,23-02-2019 ?? 9:04:30
3,Implantation,6.183127e+15,5.97601e+15,1.073518e+14,3.013529e+17,6.000012e+17,32457.056,0.01,102.682,903,154,NOLSM7262724,27,24,23-02-2019 ?? 9:04:30
2,Implantation,5.252294e+15,4.709346e+14,2.606298e+13,3.006096e+17,6.000007e+17,32553.025,0.01,102.845,903,154,NOLSM7272725,27,25,23-02-2019 ?? 9:04:30
1,Implantation,1.405016e+16,1.104989e+17,2.30669e+17,3.005213e+17,6.000016e+17,32658.812,0.01,102.923,903,154,NOLSM7282726,27,26,23-02-2019 ?? 9:04:30
1,Implantation,1.564072e+16,4.057011e+15,7.313748e+16,2.994398e+17,5.999999e+17,32771.144,0.01,103.353,902,155,NOLSM7292727,27,27,23-02-2019 ?? 9:04:30
2,Implantation,2.329571e+15,3.616931e+14,1.035153e+15,2.994054e+17,5.999998e+17,32771.764,0.01,103.697,902,156,NOLSM730281,28,1,24-02-2019 ?? 9:04:30
3,Implantation,1.568585e+16,1.469665e+17,8.607943e+17,3.016162e+17,5.999993e+17,32767.878,0.01,104.492,901,157,NOLSM731282,28,2,24-02-2019 ?? 9:04:30
3,Implantation,1.033091e+16,5.548052e+15,4.067639e+16,3.009726e+17,5.999985e+17,32767.951,0.01,103.050,901,155,NOLSM732283,28,3,24-02-2019 ?? 9:04:30
2,Implantation,5.24991e+15,9.552697e+15,1.920297e+16,2.998399e+17,6.000015e+17,32757.689,0.01,103.247,902,155,NOLSM733284,28,4,24-02-2019 ?? 9:04:30
1,Implantation,2.153688e+16,2.414465e+15,1.876643e+14,2.990665e+17,5.999993e+17,32758.759,0.01,104.005,903,156,NOLSM734285,28,5,24-02-2019 ?? 9:04:30
1,Implantation,1.284569e+16,1.363434e+16,4.692706e+17,2.98862e+17,6.000009e+17,32951.237,0.01,103.832,903,156,NOLSM735286,28,6,24-02-2019 ?? 9:04:30
2,Implantation,1.065457e+16,7.918756e+13,2.562693e+14,3.001302e+17,5.999995e+17,32572.985,0.01,104.536,903,157,NOLSM736287,28,7,24-02-2019 ?? 9:04:30
3,Implantation,1.047645e+16,1.049548e+15,5.404062e+17,2.995682e+17,6.000004e+17,32547.768,0.01,104.600,903,157,NOLSM737288,28,8,24-02-2019 ?? 9:04:30
3,Implantation,1.084635e+16,1.083809e+17,3.44836e+17,3.006498e+17,6.000006e+17,32547.251,0.01,104.540,899,157,NOLSM738289,28,9,24-02-2019 ?? 9:04:30
2,Implantation,1.052823e+16,7.19429e+16,5.547434e+16,2.983236e+17,6.000001e+17,32234.854,0.01,104.230,898,156,NOLSM7392810,28,10,24-02-2019 ?? 9:04:30
1,Implantation,9.447634e+15,6.982225e+16,4.153315e+14,2.99916e+17,6.000005e+17,32330.696,0.01,103.757,898,156,NOLSM7402811,28,11,24-02-2019 ?? 9:04:30
1,Implantation,8.746548e+15,8.621174e+16,3.449629e+17,3.005335e+17,6.000005e+17,32453.910,0.01,103.794,898,156,NOLSM7412812,28,12,24-02-2019 ?? 9:04:30
2,Implantation,1.728803e+16,1.403345e+17,1.004486e+18,3.010751e+17,5.999988e+17,32459.947,0.01,103.517,898,155,NOLSM7422813,28,13,24-02-2019 ?? 9:04:30
